TARGET_B,TARGET_D,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT,PER_CAPITA_INCOME
0,,00164945,113,87,0,S,2,20,H,M,1,1,M,9,4,2094,352,75,0,36,28,44,1,0,A,1,0.045,25,0,0,1,0,26,28,65,161,9,17.89,20,25,5,25,5,10,26,113,17.89,5,14963
0,,00164948,125,86,0,U,1,03,U,F,,0,N,0,3,1849,335,64,0,42,21,38,1,13,A,2,0.095,16,0.1,17,2,1,17,29,70,142,13,10.92,17,20,3,6,6,13,15,125,10.92,9,17872
0,,00164953,137,75,0,S,2,20,H,M,5,0,P,0,4,2094,352,75,0,36,28,44,1,0,A,1,0.053,30,0,0,1,0,18,31,73,176,10,17.6,27,30,3,30,6,13,18,126,17.6,6,14963
0,,00164960,137,68,0,S,1,13,H,M,4,0,M,0,6,2418,434,81,0,28,25,39,1,0,A,1,0.053,16,0.125,16,1,1,24,24,56,78,6,13,6,16,10,16,4,9,24,111,13,5,18126
0,,00164961,29,77,0,S,1,12,H,M,7,0,P,0,,1742,510,91,2,26,45,14,1,0,A,3,0.286,15.5,0.429,14,4,3,16,11,25,62,4,15.5,10,20,10,12,6,14,16,28,15.5,3,21680
0,,00164965,41,,0,S,1,14,U,M,,0,N,0,9,3107,677,92,0,30,37,19,1,1,S,3,0.35,10.29,0.273,10,7,3,18,17,42,117,14,8.36,7,12,5,12,6,13,18,45,8.36,5,25630
1,7,00164969,77,37,0,S,1,12,H,F,7,0,P,0,7,1848,505,78,1,24,58,11,1,1,S,4,0.368,5.71,0.4,5.5,7,4,17,21,56,108,19,5.68,5,8,3,7,6,13,17,69,5.68,9,19729
0,,00164981,17,66,0,S,1,14,U,M,6,1,B,3,,3822,804,85,0,36,32,23,0,0,F,1,0.143,15,0.333,15,1,1,21,5,13,15,1,15,0,15,15,15,3,8,21,21,15,1,30620
0,,00164984,29,47,0,S,1,13,H,F,6,1,B,11,,3482,647,86,0,25,16,51,0,0,N,1,0.1,20,0.25,20,1,1,24,6,15,20,1,20,0,20,20,20,3,7,24,24,20,1,36158
1,15,00164986,29,68,0,S,1,14,H,F,6,1,B,24,,3142,658,93,0,30,38,22,0,0,A,3,0.267,12.5,0.143,14,4,1,18,11,25,50,4,12.5,4,14,10,14,6,12,18,31,12.5,1,23169
1,12,00164987,41,45,0,S,1,13,H,M,6,0,B,10,,4026,762,97,0,36,26,35,0,0,A,4,0.25,12,0.333,12.33,5,3,16,14,37,82,7,11.71,3,13,10,13,6,14,16,41,11.71,4,31860
1,30,00164989,53,65,0,S,1,13,H,F,6,0,B,0,9,5287,1032,93,0,41,21,42,1,5,A,1,0.091,17.5,0.182,17.5,2,2,23,20,46,107,8,13.38,10,20,10,20,6,12,23,53,13.38,6,43904
0,,00164997,65,66,0,S,1,13,H,M,6,1,B,8,9,4333,804,95,0,41,14,53,0,0,A,1,0.056,18,0,0,1,0,25,16,39,44,3,14.67,8,18,10,18,4,9,25,60,14.67,1,42276
0,,00165010,53,,0,C,2,27,H,F,4,1,B,3,3,1844,338,38,0,34,18,12,0,0,A,1,0.056,15,0.125,15,1,1,16,15,34,47,5,9.4,10,15,5,15,5,11,16,53,9.4,4,13333
0,,00165019,17,53,0,T,1,34,U,F,3,0,P,0,,2002,399,62,0,34,32,17,0,0,F,1,0.2,25,0.5,25,1,1,18,6,14,25,1,25,0,25,25,25,5,11,18,18,25,1,17476
1,10,00165033,29,42,0,T,1,35,U,M,,0,N,0,,3207,705,93,0,22,52,17,0,0,A,3,0.286,16.25,0.429,15,4,3,21,11,27,65,4,16.25,15,20,5,20,6,13,21,31,16.25,3,26498
0,,00165042,41,,0,T,1,35,U,F,,0,N,0,6,3302,584,96,0,22,52,17,0,0,A,1,0.05,50,0,0,1,0,19,16,40,120,4,30,30,50,20,50,6,13,19,44,30,2,26152
0,,00165048,53,35,0,C,2,27,H,M,5,0,B,1,7,1838,372,60,0,31,53,13,0,0,A,1,0.095,37.5,0.2,37.5,2,2,23,18,46,126,5,25.2,40,50,10,50,6,12,23,50,25.2,3,15624
0,,00165049,65,50,0,C,1,22,H,F,6,0,B,16,6,3567,639,54,1,22,57,12,0,0,A,2,0.136,32.33,0.182,27.5,3,2,19,18,45,137,6,22.83,37,42,5,42,6,13,19,57,22.83,4,35491
0,,00165052,65,68,0,C,1,24,H,F,6,0,B,39,8,2450,598,82,0,39,42,16,0,0,A,3,0.118,10,0.143,10,2,1,17,15,40,46,5,9.2,6,11,5,10,6,12,17,56,9.2,4,22424
0,,00165054,65,77,0,C,1,24,U,F,,0,N,0,5,2938,242,5,0,39,42,16,0,0,A,2,0.15,11.67,0,0,3,0,18,19,47,57,7,8.14,12,15,3,15,6,14,18,63,8.14,2,15185
1,5,00165056,65,43,0,C,2,27,H,F,6,1,B,13,6,1884,454,75,1,29,41,23,1,1,S,3,0.313,7.2,0.5,6.75,5,4,24,17,42,123,16,7.69,9,12,3,8,3,7,24,63,7.69,8,14776
0,,00165060,77,,0,T,1,35,U,M,3,0,P,0,7,4306,572,82,2,30,37,24,1,1,S,3,0.182,21.5,0.273,21.33,4,3,18,24,61,399,21,19,22,25,3,22,6,13,18,69,19,9,25105
0,,00165064,77,57,0,C,1,24,H,M,2,0,B,10,8,1526,529,90,0,35,46,21,0,0,A,1,0.125,13.5,0.333,13.5,2,2,24,18,51,65,7,9.29,12,15,3,15,5,10,24,77,9.29,5,28376
0,,00165066,101,40,0,C,1,24,H,M,5,1,B,2,,2389,545,64,0,30,33,26,0,0,A,1,0.143,20,0,0,1,0,23,13,37,40,3,13.33,10,20,10,20,4,10,23,92,13.33,1,21974
0,,00165099,17,,0,S,1,11,H,F,7,0,P,0,,1724,412,82,0,25,23,29,0,0,F,1,0.2,15,0.5,15,1,1,16,5,13,15,1,15,0,15,15,15,4,11,16,16,15,1,21760
1,25,00165102,29,75,0,S,1,14,H,M,6,0,B,11,,2973,614,79,0,36,36,29,0,0,N,1,0.1,25,0.25,25,1,1,24,7,17,25,1,25,0,25,25,25,4,9,24,24,25,1,30483
0,,00165109,41,,0,S,2,17,U,M,,0,N,0,,1660,296,48,0,37,49,10,0,0,A,1,0.2,7.75,0.2,10.5,4,2,22,15,32,36,6,6,14,16,2,16,6,12,22,39,6,3,18155
0,,00165131,101,49,0,S,2,18,H,M,5,1,B,1,4,1563,363,60,0,38,33,27,0,0,A,1,0.1,17.5,0.1,15,2,1,18,24,58,100,7,14.29,15,20,5,20,6,13,18,99,14.29,3,15559
1,5,00165177,77,,0,U,1,02,H,F,7,0,P,0,8,2698,563,65,0,20,50,9,1,1,S,2,0.118,12,0.125,14,2,1,17,22,57,119,11,10.82,10,15,5,14,6,13,17,76,10.82,5,18228
0,,00165180,89,36,0,S,1,14,H,M,6,1,B,0,8,4511,840,91,0,21,48,19,0,0,A,2,0.136,25,0.182,25,3,2,20,25,65,146,9,16.22,20,25,5,25,6,14,20,89,16.22,6,28752
0,,00165189,65,32,0,S,1,14,U,U,6,0,P,0,9,4261,1037,95,0,23,29,18,0,0,A,1,0.111,17,0.125,17,2,1,22,18,43,64,4,16,10,20,10,17,6,12,22,57,16,2,34801
0,,00165201,125,30,0,S,1,13,H,U,4,1,B,3,9,3702,752,85,0,40,12,53,1,13,A,1,0.095,20.5,0.1,21,2,1,18,30,74,178,15,11.87,20,25,5,20,6,13,18,124,11.87,10,41007
0,,00165204,137,70,0,S,1,13,U,M,1,0,M,1,,3140,457,57,0,40,12,72,1,1,S,2,0.143,10,0.2,10,3,2,23,35,83,172,24,7.17,5,10,5,10,6,12,23,129,7.17,19,26283
0,,00165228,41,49,0,T,1,35,H,M,7,0,B,5,,3392,582,96,0,41,49,50,1,0,A,4,0.278,10.8,0.375,10.67,5,3,16,13,39,64,6,10.67,2,12,10,12,6,14,16,41,10.67,4,24107
0,,00165234,65,,0,C,2,26,U,M,,0,N,0,3,1532,277,55,1,27,43,36,0,0,A,1,0.083,15,0.2,15,1,1,24,11,30,35,3,11.67,5,15,10,15,2,5,24,56,11.67,1,13493
1,9,00165235,65,78,0,C,1,23,H,F,6,1,B,0,,1836,419,68,0,37,21,48,1,1,S,3,0.278,8.6,0.375,7,5,3,18,16,42,62,10,6.2,11,14,3,14,6,13,18,56,6.2,6,22709
1,15,00165241,77,71,0,C,1,24,H,M,3,0,B,1,8,2589,620,94,0,43,34,36,0,0,A,1,0.067,25,0,0,1,0,18,16,42,47,4,11.75,20,25,5,25,6,13,18,65,11.75,2,28038
0,,00165260,113,,0,R,2,46,U,U,,0,N,0,4,1469,334,86,0,56,43,30,0,0,A,4,0.316,8.83,0.375,9,6,3,19,20,57,84,12,7,7,10,3,8,6,15,19,113,7,5,18681
0,,00165269,137,37,0,C,1,24,H,M,5,0,B,4,3,2589,620,94,0,43,34,36,0,0,A,1,0.063,15,0,0,1,0,19,26,64,87,8,10.88,10,15,5,15,4,11,19,126,10.88,4,28038
0,,00165283,29,,0,C,2,27,H,U,4,0,P,0,,2808,611,83,0,31,32,33,0,0,A,2,0.154,17.5,0.143,10,2,1,21,11,25,55,3,18.33,15,25,10,20,6,13,18,28,18.33,1,25743
1,22,00165287,77,43,0,C,1,22,U,M,,0,N,0,0,2811,524,88,0,31,99,0,0,0,A,1,0.111,22,0,0,2,0,19,19,47,69,4,17.25,17,22,5,22,6,13,19,66,17.25,2,23861
1,20,00165302,137,75,0,C,1,24,U,U,,0,N,0,7,2811,524,88,1,44,13,39,1,0,A,1,0.182,20,0.143,20,2,1,16,25,56,133,12,11.08,15,20,5,20,4,7,16,127,11.08,8,23861
0,,00165308,17,41,0,U,1,02,H,M,6,0,B,1,,2848,699,89,0,33,30,19,0,0,F,1,0.143,20,0,0,1,0,20,6,15,20,1,20,0,20,20,20,4,10,20,20,20,0,22822
0,,00165311,17,,0,U,3,09,U,F,,0,N,0,,1833,326,21,0,18,41,0,0,0,F,1,0.2,15,0.5,15,1,1,18,5,12,15,1,15,0,15,15,15,4,10,18,18,15,1,11420
1,25,00165314,29,50,0,S,1,12,H,F,6,1,M,16,,1203,290,45,1,31,37,13,0,0,A,1,0.154,16.5,0.333,16.5,2,2,18,10,23,33,2,16.5,17,25,8,25,6,13,18,28,16.5,2,19183
0,,00165325,65,31,0,S,1,11,H,F,6,0,P,0,,1817,499,82,2,15,57,12,1,0,A,3,0.267,10,0.429,10,4,3,20,15,39,55,6,9.17,5,10,5,10,6,12,20,57,9.17,4,22605
0,,00165360,137,77,0,T,1,35,U,F,,0,N,0,7,2750,257,11,0,38,47,10,1,1,S,4,0.471,8.38,0.636,8.14,8,7,17,32,80,314,51,6.16,9,11,2,5,5,11,17,129,6.16,24,19602
1,30,00165366,29,,0,T,1,35,U,M,,0,N,0,,5567,1094,97,0,42,27,35,0,0,N,1,0.091,25,0.2,25,1,1,23,8,21,25,1,25,0,25,25,25,4,12,23,23,25,1,52169
0,,00165367,29,,0,T,1,35,H,M,6,0,P,0,,5567,1094,97,0,42,27,35,0,0,F,1,0.25,25,0.5,25,1,1,18,5,12,25,1,25,0,25,25,25,4,10,18,18,25,1,52169
1,20,00165368,29,65,0,S,1,13,H,M,7,0,B,8,,3899,733,91,0,41,14,48,0,0,N,2,0.214,33.33,0.143,30,3,1,18,11,24,100,3,33.33,30,50,20,50,6,13,18,27,33.33,1,28586
1,23,00165378,77,37,0,S,1,13,U,F,,0,N,0,9,3997,896,91,0,27,28,49,0,0,A,1,0.15,15,0.3,15,3,3,16,20,52,85,8,10.63,12,17,5,17,5,12,16,68,10.63,5,41664
0,,00165379,77,43,0,S,1,13,H,F,6,1,B,4,,3675,732,90,0,29,46,33,0,0,A,1,0.091,20,0,0,1,0,24,13,35,44,4,11,15,20,5,20,4,9,24,67,11,2,35648
1,26,00165384,101,41,0,T,1,35,H,M,6,0,P,0,9,5256,901,95,0,35,17,57,1,1,S,2,0.105,21,0,0,2,0,17,25,65,171,12,14.25,17,21,4,21,6,13,17,92,14.25,7,41906
1,40,00165385,101,82,0,S,1,13,U,M,6,0,P,0,9,3675,732,90,0,29,46,33,1,0,A,1,0.105,37.5,0.1,40,2,1,17,26,64,232,8,29,30,40,10,40,6,13,17,93,29,6,35648
0,,00165390,137,57,0,S,1,13,H,M,4,1,B,64,9,3944,623,73,0,30,30,35,1,1,S,3,0.222,5.25,0.4,5.25,4,4,21,33,79,146,37,3.95,4,6,2,3,5,11,18,130,3.95,19,31417
1,21,00165392,17,,0,S,2,16,H,M,6,1,B,0,,1911,462,79,0,35,25,37,0,0,F,1,0.2,15,0,0,1,0,16,5,13,15,1,15,0,15,15,15,4,11,16,16,15,0,16099
0,,00165406,77,77,0,S,1,12,H,M,7,1,B,9,8,2432,589,92,0,31,27,28,0,0,A,1,0.053,18,0,0,1,0,18,18,47,63,5,12.6,13,18,5,18,5,12,18,77,12.6,2,20308
0,,00165409,137,,0,S,1,14,U,F,,0,N,0,8,2186,603,93,0,30,26,7,1,0,A,1,0.048,15,0,0,1,0,26,29,67,129,13,9.92,17,20,3,15,5,10,26,128,9.92,7,20830
0,,00165422,29,55,0,C,2,27,H,M,7,0,P,0,,1617,525,90,1,33,48,21,0,0,A,3,0.167,13.67,0.25,13,3,2,18,12,30,56,4,14,6,16,10,15,6,15,15,33,14,2,17931
0,,00165432,65,,0,S,2,18,U,F,,0,N,0,5,2880,720,92,0,35,28,36,0,0,A,1,0.111,12.5,0.286,12.5,2,2,24,16,42,47,4,11.75,5,15,10,15,5,11,24,56,11.75,3,27003
1,20,00165440,89,35,0,C,2,27,U,F,,0,N,0,2,1403,419,73,2,32,50,24,1,0,E,1,0.091,20,0,0,1,0,15,14,43,47,5,9.4,15,20,5,20,3,10,15,88,9.4,3,20395
0,,00165451,137,66,0,S,3,21,H,F,3,0,B,13,2,1039,300,53,0,25,35,49,1,1,S,2,0.19,23.75,0.364,23.75,4,4,21,30,72,193,12,16.08,25,30,5,30,6,13,21,123,16.08,12,9695
0,,00165454,137,71,0,C,3,31,H,M,5,0,P,0,6,1222,214,48,3,21,35,11,1,0,A,1,0.067,19,0,0,1,0,17,31,70,159,12,13.25,16,21,5,19,6,13,17,124,13.25,8,10878
0,,00165480,65,,0,S,1,13,H,F,5,1,B,1,8,2785,575,95,0,47,14,33,0,0,A,1,0.091,17.5,0.091,20,2,1,26,21,50,112,8,14,15,20,5,15,5,10,26,65,14,3,26295
1,15,00165494,113,52,0,C,1,24,H,F,7,1,B,3,9,3898,744,85,0,27,47,13,1,0,A,2,0.158,15,0.3,15,3,3,20,27,61,140,9,15.56,15,25,10,15,6,13,20,110,15.56,7,26483
0,,00165496,137,53,0,C,1,24,H,F,7,0,P,0,8,3397,634,69,0,29,59,8,0,0,A,4,0.143,14,0.1,14,3,1,16,31,70,184,16,11.5,12,16,4,14,6,15,16,122,11.5,7,25701
0,,00165503,29,39,0,C,1,24,H,M,7,0,B,0,,2195,535,69,0,24,43,13,0,0,A,1,0.167,10,0.2,5,2,1,18,8,20,20,2,10,10,15,5,15,4,10,18,28,10,1,16480
0,,00165508,65,32,0,C,1,24,H,M,7,0,B,0,9,3365,725,96,0,31,38,19,0,0,A,1,0.095,15,0,0,2,0,18,19,47,62,5,12.4,5,15,10,15,6,12,18,57,12.4,3,25852
1,10,00165509,65,,0,C,1,24,H,M,5,0,B,2,8,2213,447,67,0,23,39,24,1,4,A,1,0.167,7.33,0.3,7.33,3,3,17,23,58,99,20,4.95,8,10,2,10,5,14,17,63,4.95,10,16702
0,,00165513,113,50,0,C,1,24,U,U,,0,N,0,7,2195,535,69,0,24,43,13,1,12,A,1,0.05,16,0.1,16,1,1,22,29,74,283,26,10.88,13,16,3,16,6,12,22,112,10.88,14,16480
0,,00165544,17,,0,S,2,20,H,F,5,0,B,1,,1663,402,62,1,24,33,42,0,0,F,1,0.143,15,0.333,15,1,1,20,6,15,15,1,15,0,15,15,15,4,10,20,20,15,1,14854
0,,00165556,29,,0,C,2,28,U,M,,0,N,0,,2351,381,76,0,15,57,36,0,0,A,4,0.25,16.5,0.375,16.67,4,3,17,12,29,81,5,16.2,10,20,10,20,6,14,17,33,16.2,3,16823
0,,00165559,41,54,0,S,2,20,H,F,5,0,B,2,4,1650,337,63,0,23,18,36,1,1,S,4,0.286,11.17,0.455,10.4,6,5,17,17,40,99,10,9.9,10,15,5,12,6,13,17,44,9.9,7,12422
0,,00165579,113,82,0,U,2,04,U,F,,0,N,0,3,5073,562,52,0,25,16,56,1,1,S,3,0.421,3.5,0.545,3.67,8,6,20,31,72,117,36,3.25,3,5,2,5,6,12,20,113,3.25,19,35125
0,,00165606,89,,0,U,3,08,H,F,5,0,B,0,5,1609,346,56,0,26,14,61,1,1,S,3,0.353,8.33,0.5,8.4,6,5,17,19,47,85,12,7.08,6,10,4,9,4,8,17,81,7.08,10,16568
0,,00165608,89,70,0,U,2,04,H,M,4,0,M,7,3,2231,263,24,3,24,33,33,0,0,A,1,0.071,15,0.2,15,1,1,19,17,45,52,5,10.4,10,15,5,15,4,10,19,78,10.4,4,14327
1,4,00165620,125,69,0,U,3,08,H,U,4,0,B,34,5,1609,346,56,0,26,14,61,1,1,S,3,0.238,3.8,0.3,4,5,3,15,30,69,72.5,23,3.15,5,6,1,5,5,12,15,124,3.15,14,16568
0,,00165627,29,37,0,U,2,05,H,F,4,1,B,10,,1935,444,88,0,41,6,55,0,0,A,1,0.154,20,0.333,20,2,2,24,9,22,40,2,20,0,20,20,20,4,10,24,29,20,2,16897
1,5,00165628,29,71,0,U,2,07,H,M,3,1,B,7,,1831,280,51,0,46,8,59,1,1,S,3,0.278,5.4,0.333,5.67,5,3,19,13,28,31,6,5.17,7,10,3,10,6,12,19,33,5.17,3,13119
0,,00165630,29,70,0,U,2,05,H,F,6,1,B,19,,2052,439,88,1,40,23,41,0,0,A,2,0.154,12.5,0.2,15,2,1,16,9,24,30,3,10,10,15,5,15,6,14,16,31,10,1,19952
1,4,00165641,89,72,0,U,1,02,H,F,5,0,B,0,5,2192,364,67,0,38,20,44,1,1,S,4,0.5,4.4,0.6,4.33,10,6,17,20,51,68,18,3.78,3,6,3,5,6,12,17,80,3.78,10,17677
1,15,00165649,137,73,0,U,2,05,H,F,1,1,B,6,6,2057,440,87,0,41,26,56,1,0,A,2,0.111,21,0.222,21,2,2,21,28,68,133,9,14.78,16,21,5,10,6,13,18,119,14.78,5,15379
0,,00165696,53,,0,C,1,22,U,M,,1,N,0,0,3567,639,54,1,22,57,12,0,0,A,1,0.118,10,0.286,10,2,2,22,15,38,38,4,9.5,12,15,3,15,5,11,22,50,9.5,4,35491
0,,00165705,89,44,0,C,1,24,H,M,5,0,B,2,8,2720,473,60,0,18,68,10,0,0,A,1,0.2,13.25,0.222,13,4,2,18,22,53,79,8,9.88,10,15,5,15,6,13,18,79,9.88,6,17488
1,15,00165707,113,75,0,C,1,24,H,F,6,0,B,1,8,2660,626,80,0,26,58,6,1,1,S,3,0.273,15.17,0.364,15.25,6,4,24,29,76,414,37,11.19,15,20,5,15,6,12,24,105,11.19,15,20847
0,,00165708,113,60,0,C,1,24,U,F,,0,N,0,9,3819,670,68,0,22,55,9,1,0,A,1,0.143,18.33,0.182,17.5,3,2,21,29,67,133,12,11.08,18,20,2,20,6,13,21,104,11.08,8,26961
1,4,00165719,137,48,0,C,1,22,H,F,6,1,B,1,,3567,639,54,1,22,57,12,1,1,S,3,0.267,4.25,0.167,4,4,1,15,25,64,58,17,3.41,2,5,3,4,4,9,15,123,3.41,8,35491
0,,00165729,29,,0,U,1,02,H,M,7,0,B,0,,2430,507,73,0,33,33,37,0,0,A,1,0.133,15,0.333,15,2,2,17,9,23,30,2,15,10,20,10,20,4,10,17,32,15,2,22112
1,10,00165746,137,27,0,C,2,27,H,M,5,0,B,1,6,1429,492,86,8,43,57,7,1,12,A,2,0.154,10,0.167,10,2,1,18,22,51,66.5,14,4.75,8.5,10,1.5,10,4,8,18,126,4.75,8,14106
1,15,00165753,17,69,0,S,2,18,H,M,5,0,P,0,,1345,372,46,0,18,46,17,0,0,F,1,0.2,15,0,0,1,0,16,5,13,15,1,15,0,15,15,15,4,11,16,16,15,0,17201
0,,00165794,77,57,0,U,2,05,U,F,3,0,P,0,4,2125,375,74,1,30,37,40,0,0,A,1,0.091,14.5,0.091,14,2,1,24,23,57,119,13,9.15,12,15,3,14,6,11,24,75,9.15,5,16148
0,,00165799,89,41,0,S,3,21,U,M,,0,N,0,0,875,0,67,0,0,0,0,0,0,A,4,0.2,9.5,0.333,10.33,4,3,17,19,56,78,10,7.8,8,11,3,11,6,14,17,86,7.8,6,0
0,,00165819,17,,0,C,1,22,U,M,,0,N,0,,2567,571,67,0,18,27,35,0,0,N,1,0.143,15,0.333,15,1,1,21,5,14,15,1,15,0,15,15,15,3,9,21,21,15,1,27397
1,20,00165820,29,75,0,C,1,24,H,F,6,1,B,24,,2854,732,91,0,38,40,14,0,0,N,3,0.273,20,0.4,17.5,3,2,16,9,23,60,3,20,10,25,15,20,6,15,16,24,20,2,29170
1,25,00165830,53,42,0,C,1,24,H,F,6,0,B,9,9,3230,650,79,0,29,39,19,0,0,E,1,0.067,25,0,0,1,0,15,14,37,55,3,18.33,15,25,10,25,3,10,15,50,18.33,1,27549
0,,00165838,17,71,0,C,2,27,U,M,1,0,P,0,,1316,372,54,6,42,36,23,0,0,F,1,0.2,21,0,0,1,0,16,6,14,21,1,21,0,21,21,21,5,12,16,16,21,0,14092
0,,00165839,17,,0,S,2,18,U,F,,0,N,0,,1333,118,10,3,33,22,40,0,0,F,1,0.2,20,0.5,20,1,1,16,6,16,20,1,20,0,20,20,20,5,14,16,16,20,1,11715
0,,00165853,41,43,0,S,2,18,H,M,5,0,B,1,6,1237,451,76,2,31,56,20,1,0,A,3,0.182,20,0.182,20,4,2,19,17,41,127,8,15.88,15,20,5,20,6,13,19,44,15.88,3,11358
1,4,00165857,77,75,0,C,2,28,H,F,1,0,P,0,,1269,409,88,0,46,20,37,1,1,S,3,0.389,3.43,0.375,3,7,3,17,20,50,68,20,3.4,4,6,2,3,5,10,17,68,3.4,8,17132
0,,00165864,113,39,0,S,2,18,H,F,5,0,P,0,6,1441,445,89,3,24,47,24,1,0,A,1,0.083,15,0,0,1,0,19,22,56,100,11,9.09,14,15,1,15,4,11,19,113,9.09,8,13239
1,19,00165868,137,57,0,S,2,16,U,M,3,1,M,2,3,1486,475,89,3,50,26,54,1,1,S,2,0.227,13.4,0.182,13,5,2,23,34,82,189,20,9.45,10,15,5,13,6,13,23,129,9.45,10,15634
0,,00165876,17,,0,C,3,30,U,M,,0,N,0,,1099,275,44,0,45,33,10,0,0,N,1,0.143,20,0.333,20,1,1,21,5,13,20,1,20,0,20,20,20,3,8,21,21,20,1,13661
0,,00165886,29,67,0,C,3,30,U,F,1,1,B,1,,928,260,56,0,37,54,17,0,0,A,1,0.214,13,0.167,8,3,1,18,10,26,39,3,13,21,26,5,26,6,13,18,30,13,1,11505
0,,00165895,89,72,0,C,2,28,H,F,2,1,M,7,6,1524,429,80,4,36,38,49,0,0,A,2,0.095,20,0.2,20,2,2,26,24,59,162,12,13.5,17,20,3,20,6,13,17,81,13.5,5,20282
0,,00165897,89,79,0,C,3,30,H,M,1,0,M,17,3,1099,275,44,0,45,33,10,1,1,S,2,0.19,16.25,0.3,17.33,4,3,23,23,63,148,12,12.33,20,25,5,25,6,13,23,89,12.33,8,13661
0,,00165911,17,,0,C,1,24,U,F,,0,N,0,,1795,510,71,2,39,48,26,0,0,F,1,0.2,25,0,0,1,0,16,6,14,25,1,25,0,25,25,25,5,12,16,16,25,0,19703
1,20,00165924,29,49,0,C,1,24,H,M,6,0,P,0,,2148,495,61,4,32,57,12,1,4,A,1,0.158,14,0.222,11,3,2,18,13,29,42,3,14,10,20,10,20,6,12,18,33,14,2,16557
0,,00165925,41,67,0,C,2,27,H,M,3,0,P,0,,948,344,73,3,37,35,19,0,0,A,1,0.063,15,0,0,1,0,25,11,25,18,2,9,12,15,3,15,4,9,25,40,9,1,11082
0,,00165928,41,77,0,C,2,28,H,F,2,0,B,1,,1116,295,78,0,33,34,50,0,0,A,3,0.286,9.5,0.2,7,6,2,17,15,36,62,7,8.86,7,12,5,5,6,12,17,40,8.86,3,13857
0,,00165934,53,55,0,C,1,24,H,M,6,1,P,0,7,2148,495,61,4,32,57,12,0,0,A,1,0.059,15,0.143,15,1,1,16,15,38,42,4,10.5,10,15,5,15,6,13,16,52,10.5,2,16557
0,,00165958,125,78,0,C,1,24,H,F,7,0,P,0,7,1795,510,71,2,39,48,26,1,0,A,1,0.077,50,0,0,1,0,18,26,61,167,9,18.56,45,50,5,50,6,13,18,124,18.56,6,19703
0,,00165965,17,85,0,C,1,23,H,F,5,1,B,4,,2524,446,98,0,48,4,89,0,0,E,1,0.5,15,0,0,1,0,15,3,9,15,1,15,0,15,15,15,2,7,15,15,15,0,35278
0,,00165978,41,87,0,C,2,29,H,F,4,0,B,0,,2092,442,87,0,45,0,72,0,0,A,1,0.125,15,0,0,2,0,19,11,30,35,3,11.67,10,15,5,15,4,9,19,45,11.67,1,28373
0,,00165990,77,,0,S,3,21,H,M,1,1,B,0,,994,240,94,0,82,0,75,0,0,A,2,0.118,16,0.143,7,2,1,18,18,49,61,7,8.71,22,25,3,25,6,13,18,68,8.71,3,23385
0,,00165996,77,81,0,C,1,23,H,F,6,0,B,1,9,2524,446,98,0,48,4,89,0,0,A,2,0.1,11,0.111,10,2,1,18,21,62,94,8,11.75,20,25,5,12,6,14,18,75,11.75,4,35278
0,,00166000,89,,0,C,1,23,H,M,5,1,B,19,8,1865,364,97,0,58,3,94,0,0,L,1,0.095,22,0,0,2,0,15,23,57,116,8,14.5,20,25,5,25,6,13,15,81,14.5,4,32925
0,,00166005,89,69,0,C,1,23,H,F,3,1,P,0,,840,310,81,0,58,3,94,0,0,A,2,0.158,11.33,0.125,15,3,1,20,17,50,51,6,8.5,10,15,5,15,6,12,20,86,8.5,2,16277
1,20,00166024,137,,0,C,2,29,U,F,,0,N,0,8,1863,571,84,0,76,14,81,1,1,S,3,0.188,16.67,0,0,3,0,15,28,59,114.06,16,7.13,17.94,18,0.06,18,4,9,15,124,7.13,8,17794
0,,00166025,17,,0,S,1,11,H,F,6,0,P,0,,2831,436,51,1,27,28,39,0,0,F,1,0.2,25,0,0,1,0,16,6,14,25,1,25,0,25,25,25,5,12,16,16,25,0,25028
